symbol,generated_at_utc,futures_price,call_resistance,put_support,hvl_gamma_flip,zero_dte_call_wall,zero_dte_put_wall,zero_dte_gamma_wall,expected_move_high,expected_move_low,gex_1,gex_2,gex_3,gex_4,gex_5,gex_6,gex_7,gex_8,gex_9,gex_10
NQ,2026-05-14 20:48:09 UTC,29661.75,29670.5,29464.25,29258.25,29670.5,29464.25,29670.5,29839.75,29483.75,29670.5,29464.25,29876.5,29258.25,29052.25,30082.5,28846.25,28763.75,28640.25,28557.75
